seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,gravity_z,gravity_y,gravity_x,gyroscope_z,gyroscope_y,gyroscope_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,magnetometer_z,magnetometer_y,magnetometer_x,barometer_relativeAltitude,barometer_pressure,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,battery_batteryLevel,battery_batteryState,battery_lowPowerMode,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x
0.0,0.08194757674051367,0.21474477519159732,-0.13280717639819437,2.894135267838188,9.353721121083135,-0.3965066243772921,0.0030890321001854977,0.010183393725045871,-0.016673831269145012,0.7978107901506646,0.5869016023569329,0.06464513902400815,0.12070937212123427,0.12765233008580845,-1.2603416442871094,-2.747820255368255,38.08341495807354,32.31971295674642,5.947836799499316,0.3553035960477941,910.3297155043658,1.0938639640808105,1.1307882070541382,5.075418949127197,3.812000036239624,17.559602737426758,124.00038146972656,949.7930864548147,-44.0958013,-19.9315777,,,,2.9261594580077546,9.32713508605957,-0.5335119081343093,83.95510201705129,53.42886744047466,0.6335526593519669,-3.6199404685585587E-4,0.0017420955054048034,-0.02512464185969697,2.8327810168266296,9.097278222805116,-0.47973176010134744
1.0,-0.1616862416267395,-0.01325535774230957,0.2541283335950639,2.724819708753515,9.410484243322301,-0.3976051953655702,0.01043560746539798,-0.007545309322368767,0.008297582234566411,0.7900770593572546,0.5972363529381929,0.06585845385712606,0.12106327753927973,0.14596832226271983,-1.2859383865639016,-2.727764195866055,40.15125141143799,33.948751564025876,4.759312653541565,0.79078125,910.2817456054687,1.0992012023925781,0.9235718250274658,5.085254192352295,3.8259999752044678,17.610145568847656,124.99283599853516,950.0266443119974,-44.095663,-19.9316735,0.7699999809265137,charging,false,2.524494343057827,9.263901472091675,-0.1378310202896871,85.91100288391114,55.04512729644775,-0.6369375316426158,0.0011114353571125928,-0.01184399083851733,-0.016298213341441523,2.607711408847805,9.369252098931206,-0.3032016416804658
2.0,-0.0933883719974094,-0.1083983580271403,0.15053935624935008,2.7068212341379234,9.421930048200819,-0.243343070977264,-0.0020758089365834303,-0.012805535246756065,-0.003563377356234317,0.7912675009833442,0.5979287458790673,0.0667268088846295,0.10904087581568295,0.08978784484443841,-1.2899331869902435,-2.8000947413621127,32.487376346588135,32.05893873214722,5.123250210285187,0.970771484375,910.2619116210938,1.1115877628326416,0.9364222884178162,3.26220703125,3.8450000286102295,17.46135902404785,124.99908447265625,949.300048828125,-44.0955316,-19.931767,,,,2.5777346555971437,9.190034089265046,-0.08966438372240022,78.24712791442872,53.15700222015381,-0.2743125087767839,-0.01030834304401651,3.393732024253243E-5,-0.025622384149755817,2.554205223331573,9.287408691865426,-0.07094276075561841
3.0,-0.14539065846690424,0.13619784072593408,-0.014099607589068237,2.725723116486161,9.417363043184634,-0.22838847587505975,-0.004649359980787806,0.013258027956234637,0.0031221977551467717,0.7923921534308681,0.5973602124938259,0.0646770737927269,0.10528891754371149,0.08363204408023092,-1.2881072693400912,-2.8145699721795543,30.69975128173828,30.843938732147215,5.309062697887421,1.2474658203125,910.2314721679687,1.0968056917190552,0.8720524907112122,3.6635124683380127,3.86299991607666,17.61871337890625,125.00092315673828,949.300048828125,-44.0953928,-19.9318617,,,,2.542972260741172,9.424641529719034,-0.23937089327308866,76.45875328063966,51.94068977355957,-0.0873750026896596,-0.008806633787268462,-0.004691780027416017,-0.0187331862535858,2.7054626756451197,9.431620633160627,-0.11458961213766425
4.0,0.06707909372117785,-0.0994296603732639,0.14842711913364906,2.722009817759196,9.418984183558711,-0.20501531191446162,0.009332656222223132,-0.015000124233429906,0.0019004684333965459,0.7918984625074599,0.5971188942591349,0.06828409047038467,0.10806273462043868,0.07521247291178615,-1.2886986754558705,-2.8138155848891646,34.08093906402588,32.97412656784058,4.093687658309936,1.56179443359375,910.1968334960937,1.1051416397094727,0.9489688277244568,3.8387608528137207,3.88100004196167,17.44168472290039,124.99884796142578,949.300048828125,-44.0952593,-19.9319543,,,,2.752964600092835,9.194642526132089,-0.05388281780674502,79.8405029296875,54.07312717437744,-1.302375050112605,-0.002426490889370648,-0.0026725337374955416,-0.026063563923849467,2.5680969258149466,9.485259824328953,-0.3964330963100548
5.0,-0.2450268688025298,-0.0017400759237783928,-0.24860012531280518,2.7314707967970104,9.416943179236519,-0.1702128792250598,-0.002200244227424264,0.023795445285806502,-0.007211597843302621,0.7923947903845046,0.59658858511183,0.06934532730115785,0.10665043484833506,0.06219815179981567,-1.2879473611160561,-2.8273214631610446,30.137063636779786,30.76912612915039,5.8905002307891845,2.01985595703125,910.1463842773437,1.1178808212280273,0.9776788949966431,3.8486928939819336,3.878000020980835,17.63797378540039,125.00154876708984,949.300048828125,-44.0951237,-19.9320478,,,,2.452753993096175,9.29910703058596,-0.4167056286759261,75.8951279449463,51.86812713623047,0.49387501817196605,0.0017816887088378684,-0.00952779439103324,-0.027404072949947376,2.786351687503311,9.159544476922953,0.016727190253869543
6.0,0.2557755528755908,0.0048366852526394825,-8.950101317099805E-4,2.7462972245126402,9.410081593495494,-0.2614078367093824,-0.01041863832829727,0.012381324852834007,0.009966145097105592,0.7915807726248255,0.5958304337735446,0.07033459378300973,0.11580792898839375,0.09471878662424267,-1.2855474274113494,-2.7801367561772183,30.063563594818117,30.57750114440918,4.9845002031326295,2.96748291015625,910.0420483398437,1.0942697525024414,0.9075374603271484,3.209613800048828,3.878000020980835,17.491281509399414,124.99919128417969,949.300048828125,-44.0949894,-19.9321424,,,,2.9462071956583746,9.324497523131194,-0.3089842943440157,75.82275329589844,51.67556480407715,-0.41250001568347217,-0.018919839606193516,9.162976154281447E-4,-0.014245027087680582,2.7819443396982497,9.469772833364981,-0.4968873599751128
7.0,-0.09398289963051125,-0.1415946571915238,0.13744308164826147,2.7402370461711176,9.412610548513907,-0.2494850269070378,0.01962685943969215,0.00975686789671373,-0.0036595334919790425,0.7915551629331377,0.5961053481808415,0.07029210872672222,0.11467551950503278,0.0907165030086482,-1.2863764497968886,-2.785849761079859,30.21562623977661,31.42706377029419,4.3265626740455625,3.330849609375,910.0020288085938,1.0690345764160156,0.8131115436553955,3.1969187259674072,3.88100004196167,17.489965438842773,125.00009155273438,951.1667047992934,-44.0948584,-19.9322329,,,,2.6148455722464456,9.089048200183445,-0.05182233487290365,75.97500282287598,52.52456470489502,-1.0711875370517374,0.007338861303449246,-0.00932417231443752,-0.028557928973491978,2.4086861847727388,9.288893231639156,-0.3709761332806752
8.0,-0.3215228584077623,0.1952463874110469,-0.09610264831119114,2.722418537846318,9.41732026912548,-0.2648804990781678,1.6968477413886122E-4,0.015746736795538,0.004570173660155248,0.791198609051881,0.5970933205551572,0.06833553203830013,0.11316830416520436,0.09699216167683955,-1.2880941695637174,-2.7845973571141562,29.577751007080078,30.614626197814943,5.73000020980835,4.63201171875,909.8587963867187,1.0116881132125854,0.8701384663581848,3.703787326812744,3.88100004196167,17.509822845458984,125.00018310546875,951.3918236710635,-44.0947243,-19.9323257,,,,2.3789531384353286,9.528397025885406,-0.3730587781303459,75.3358162689209,51.71156482696533,0.33337501268833875,-0.00548081496607564,-8.738768713859221E-4,-0.016383053033172876,2.7419974835658514,9.408401383293999,-0.1486430230240027
9.0,0.018437988228268094,0.021977927949693467,0.0353498003549046,2.6941529468253806,9.427434903604013,-0.1830657011380902,2.2624824379346575E-5,-0.0048473254342011555,-8.37111448938096E-4,0.7908031123655813,0.5979890414962062,0.07100623542511905,0.10950858918605028,0.06782058612615974,-1.2918221199953999,-2.8152621807875455,29.94525119781494,30.489563694000243,4.8886877012252805,6.073212890625,909.7001342773438,1.0141310691833496,0.8333731293678284,3.8887124061584473,3.88100004196167,17.569528579711914,125.00044250488281,952.4488851360102,-44.0945911,-19.9324221,,,,2.657008002201716,9.35190416265417,-0.14224000823580557,75.70425315856933,51.58837734222412,-0.5086875191703438,-0.0029609975738114575,-0.011258577800213566,-0.025138781988870405,2.3176259679926767,9.368676154701799,-0.09808358118903858
